"age","status","sex","orientation","body_type","diet","drinks","drugs","education","ethnicity","height","job","location","smokes"
32,"single","m","straight","average","strictly anything","socially","sometimes","graduated from college/university","white",70,"computer / hardware / software","san francisco, california","no"
27,"single","m","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","asian",72,"science / tech / engineering","san francisco, california","no"
25,"single","m","straight","fit","mostly anything","very often","never","graduated from college/university","white",73,"law / legal services","san francisco, california","no"
29,"seeing someone","m","straight","athletic","mostly anything","rarely","never","graduated from college/university","white",70,"other","berkeley, california","no"
26,"single","m","straight","athletic","anything","rarely","never","graduated from space camp","white",72,"sales / marketing / biz dev","palo alto, california","no"
29,"single","m","straight","used up","strictly other","socially","sometimes","working on masters program","white",69,"artistic / musical / writer","san francisco, california","sometimes"
31,"single","m","straight","average","mostly vegetarian","socially","sometimes","graduated from masters program","white",69,"artistic / musical / writer","oakland, california","sometimes"
64,"single","m","straight","average","mostly anything","rarely","never","graduated from college/university","white",68,"entertainment / media","richmond, california","no"
65,"single","m","straight","a little extra","anything","socially","never","graduated from college/university","white",72,"executive / management","oakland, california","no"
44,"single","f","straight","curvy","mostly anything","rarely","never","graduated from ph.d program","white",61,"medicine / health","san francisco, california","no"
22,"single","f","straight","fit","mostly anything","socially","never","working on college/university","black, other",66,"sales / marketing / biz dev","san francisco, california","no"
27,"single","m","straight","athletic","strictly anything","often","never","graduated from space camp","white",74,"construction / craftsmanship","san carlos, california","no"
29,"single","m","straight","fit","anything","socially","never","working on law school","white",68,"student","san francisco, california","no"
24,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",73,"sales / marketing / biz dev","palo alto, california","no"
42,"single","m","gay","athletic","mostly anything","socially","never","graduated from masters program","white",68,"political / government","san francisco, california","no"
30,"single","m","straight","athletic","mostly anything","often","never","graduated from college/university","white",67,"science / tech / engineering","san francisco, california","no"
34,"single","m","straight","fit","vegetarian","not at all","never","graduated from college/university","white",67,"computer / hardware / software","san mateo, california","no"
25,"single","m","straight","average","strictly anything","often","sometimes","graduated from college/university","white",69,"other","san francisco, california","no"
50,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","middle eastern",63,"other","south san francisco, california","sometimes"
24,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","hispanic / latin",68,"science / tech / engineering","stanford, california","no"
30,"single","m","straight","fit","anything","socially","never","graduated from college/university","white",73,"artistic / musical / writer","san francisco, california","when drinking"
20,"single","m","straight","fit","mostly anything","socially","never","working on college/university","white",70,"student","san francisco, california","no"
21,"single","m","straight","athletic","mostly anything","socially","never","working on college/university","white",67,"computer / hardware / software","menlo park, california","no"
24,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","asian",68,"banking / financial / real estate","oakland, california","no"
22,"single","m","straight","full figured","mostly kosher","very often","often","graduated from space camp","pacific islander, hispanic / latin",61,"military","orinda, california","when drinking"
31,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","asian",69,"computer / hardware / software","vallejo, california","no"
35,"single","m","bisexual","skinny","mostly vegetarian","socially","sometimes","graduated from two-year college","white",71,"unemployed","emeryville, california","yes"
34,"single","m","straight","athletic","strictly anything","socially","sometimes","graduated from masters program","white",72,"executive / management","san francisco, california","no"
26,"single","m","straight","fit","mostly anything","socially","sometimes","working on two-year college","white",69,"sales / marketing / biz dev","martinez, california","no"
51,"single","m","straight","a little extra","mostly anything","rarely","never","two-year college","hispanic / latin",70,"transportation","san pablo, california","no"
35,"single","f","straight","average","mostly vegetarian","socially","never","graduated from masters program","asian",64,"science / tech / engineering","san francisco, california","no"
23,"single","f","bisexual","fit","anything","socially","sometimes","graduated from college/university","native american, white",66,"other","berkeley, california","when drinking"
25,"single","f","straight","fit","mostly anything","socially","never","working on masters program","pacific islander",63,"other","san francisco, california","no"
50,"single","f","straight","average","mostly anything","often","never","graduated from masters program","white",64,"education / academia","san francisco, california","no"
29,"single","m","straight","average","strictly anything","often","sometimes","graduated from college/university","white",77,"artistic / musical / writer","san francisco, california","no"
24,"single","m","straight","athletic","mostly other","not at all","never","graduated from college/university","asian",70,"other","albany, california","no"
24,"single","m","straight","thin","anything","socially","never","graduated from college/university","white",71,"computer / hardware / software","san francisco, california","no"
33,"married","f","straight","curvy","strictly anything","rarely","never","college/university","white",68,"construction / craftsmanship","alameda, california","no"
24,"single","m","straight","average","mostly anything","socially","never","working on college/university","native american, white",70,"sales / marketing / biz dev","menlo park, california","no"
25,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",74,"banking / financial / real estate","san francisco, california","no"
24,"single","m","straight","athletic","strictly anything","socially","never","working on law school","black",69,"student","washington, district of columbia","no"
20,"single","m","straight","athletic","mostly anything","socially","never","working on college/university","asian",71,"student","san francisco, california","yes"
23,"single","m","gay","athletic","mostly anything","socially","never","graduated from two-year college","white",73,"sales / marketing / biz dev","san francisco, california","no"
26,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","asian",68,"other","walnut creek, california","no"
31,"single","m","straight","jacked","mostly anything","socially","never","graduated from college/university","black",75,"other","oakland, california","no"
34,"single","m","straight","fit","mostly vegetarian","not at all","never","graduated from college/university","white",72,"banking / financial / real estate","san francisco, california","no"
23,"single","m","straight","skinny","strictly other","socially","sometimes","graduated from college/university","white",68,"sales / marketing / biz dev","oakland, california","trying to quit"
23,"available","f","bisexual","a little extra","vegetarian","desperately","sometimes","graduated from college/university","other",65,"medicine / health","berkeley, california","no"
61,"single","m","straight","fit","mostly vegetarian","socially","never","graduated from masters program","white",71,"artistic / musical / writer","san francisco, california","no"
31,"single","m","straight","thin","mostly anything","socially","never","graduated from college/university","white",71,"science / tech / engineering","san francisco, california","no"
24,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",62,"student","san francisco, california","no"
24,"single","m","straight","athletic","anything","socially","sometimes","college/university","white",73,"other","oakland, california","yes"
26,"single","f","straight","average","mostly vegetarian","socially","never","graduated from college/university","white",64,"medicine / health","san rafael, california","no"
51,"single","m","gay","athletic","mostly vegetarian","rarely","never","graduated from college/university","native american, white",69,"artistic / musical / writer","san francisco, california","no"
34,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","asian",69,"medicine / health","emeryville, california","no"
29,"single","m","straight","athletic","mostly anything","socially","never","graduated from high school","white",72,"computer / hardware / software","atherton, california","yes"
32,"single","m","straight","fit","mostly anything","socially","never","graduated from masters program","white",71,"computer / hardware / software","san francisco, california","when drinking"
37,"single","m","straight","average","mostly anything","socially","sometimes","dropped out of space camp","asian, pacific islander, other",64,"education / academia","oakland, california","trying to quit"
38,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","asian",64,"computer / hardware / software","san francisco, california","no"
55,"single","m","straight","fit","anything","rarely","never","graduated from masters program","white",72,"sales / marketing / biz dev","oakland, california","no"
34,"single","m","straight","thin","mostly anything","often","never","graduated from ph.d program","indian",68,"science / tech / engineering","berkeley, california","no"
36,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from ph.d program","white",63,"executive / management","san rafael, california","no"
41,"single","f","straight","fit","mostly vegetarian","socially","never","working on two-year college","white",65,"student","oakland, california","yes"
23,"single","m","straight","athletic","mostly vegetarian","socially","never","graduated from masters program","middle eastern",66,"science / tech / engineering","emeryville, california","no"
37,"single","m","straight","average","anything","often","sometimes","graduated from college/university","black",73,"sales / marketing / biz dev","san francisco, california","yes"
32,"single","m","straight","fit","mostly anything","rarely","sometimes","graduated from ph.d program","hispanic / latin",67,"science / tech / engineering","oakland, california","no"
30,"single","m","straight","thin","mostly anything","socially","never","graduated from college/university","hispanic / latin",72,"unemployed","south san francisco, california","no"
28,"seeing someone","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",66,"hospitality / travel","san francisco, california","no"
24,"single","f","straight","curvy","mostly other","not at all","never","working on med school","black",63,"medicine / health","oakland, california","no"
51,"single","f","gay","used up","mostly other","not at all","never","graduated from masters program","white",66,"other","oakland, california","no"
22,"single","m","straight","skinny","mostly anything","socially","never","working on college/university","white",75,"other","emeryville, california","yes"
54,"single","m","straight","athletic","mostly vegan","socially","never","graduated from college/university","black",69,"medicine / health","emeryville, california","no"
25,"seeing someone","f","straight","used up","mostly anything","socially","never","graduated from college/university","asian",62,"computer / hardware / software","san francisco, california","no"
27,"available","f","straight","thin","mostly anything","rarely","never","graduated from high school","black, white",69,"other","oakland, california","no"
31,"single","f","straight","a little extra","mostly anything","socially","never","graduated from masters program","other",66,"medicine / health","san francisco, california","no"
31,"single","m","straight","fit","mostly anything","rarely","never","graduated from college/university","white",73,"executive / management","san francisco, california","no"
44,"single","m","straight","athletic","mostly anything","socially","never","graduated from ph.d program","white",70,"science / tech / engineering","atherton, california","no"
32,"single","f","bisexual","average","strictly anything","socially","never","graduated from masters program","other",64,"computer / hardware / software","san francisco, california","sometimes"
23,"single","m","gay","skinny","mostly anything","socially","sometimes","working on college/university","hispanic / latin, white",75,"student","berkeley, california","yes"
29,"single","f","straight","curvy","mostly anything","socially","never","working on college/university","hispanic / latin",64,"hospitality / travel","san francisco, california","yes"
40,"single","m","straight","average","mostly vegetarian","socially","never","graduated from college/university","white",71,"education / academia","san francisco, california","no"
25,"single","f","straight","used up","strictly anything","socially","never","graduated from college/university","asian",64,"other","san francisco, california","no"
24,"single","m","straight","average","strictly anything","socially","never","working on space camp","white",67,"education / academia","mountain view, california","no"
29,"single","m","straight","athletic","strictly vegetarian","socially","never","graduated from college/university","indian",72,"computer / hardware / software","san carlos, california","no"
47,"single","m","straight","fit","other","socially","never","graduated from college/university","black",74,"banking / financial / real estate","berkeley, california","no"
30,"single","m","straight","average","anything","not at all","never","graduated from college/university","white",69,"computer / hardware / software","san francisco, california","no"
32,"single","f","straight","fit","mostly anything","socially","never","graduated from masters program","asian",64,"sales / marketing / biz dev","san francisco, california","no"
51,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",63,"banking / financial / real estate","redwood city, california","no"
38,"single","f","gay","curvy","mostly anything","socially","never","graduated from college/university","white",69,"other","oakland, california","no"
30,"single","m","straight","a little extra","mostly anything","socially","sometimes","working on college/university","asian",67,"student","san leandro, california","no"
29,"single","m","gay","average","mostly anything","not at all","never","working on college/university","white",72,"student","san rafael, california","no"
23,"single","f","straight","used up","mostly anything","desperately","never","graduated from ph.d program","white",67,"unemployed","san francisco, california","yes"
23,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",68,"science / tech / engineering","redwood city, california","no"
29,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",69,"construction / craftsmanship","san francisco, california","no"
23,"single","m","gay","athletic","mostly anything","socially","never","graduated from college/university","asian",69,"computer / hardware / software","belmont, california","no"
31,"single","m","straight","athletic","mostly anything","not at all","never","graduated from college/university","asian, white",69,"banking / financial / real estate","san francisco, california","no"
37,"single","f","straight","fit","mostly vegetarian","rarely","never","graduated from college/university","white",64,"education / academia","san francisco, california","no"
20,"single","f","straight","full figured","mostly anything","not at all","never","working on college/university","hispanic / latin",65,"student","berkeley, california","no"
19,"single","f","straight","skinny","mostly anything","socially","never","graduated from high school","black, other",66,"student","san francisco, california","trying to quit"
24,"single","m","straight","skinny","mostly anything","rarely","never","working on college/university","white",72,"medicine / health","san francisco, california","no"
27,"single","m","straight","fit","anything","socially","never","graduated from masters program","white",71,"sales / marketing / biz dev","san francisco, california","sometimes"
39,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","asian",63,"medicine / health","mountain view, california","no"
27,"single","m","straight","jacked","strictly anything","often","never","graduated from college/university","hispanic / latin",72,"artistic / musical / writer","san francisco, california","yes"
23,"single","m","straight","fit","strictly anything","rarely","never","dropped out of college/university","white",74,"other","san rafael, california","no"
26,"single","f","straight","thin","mostly vegetarian","socially","never","graduated from college/university","black, white",62,"artistic / musical / writer","san francisco, california","no"
20,"single","m","straight","a little extra","anything","rarely","sometimes","dropped out of college/university","asian",72,"science / tech / engineering","san francisco, california","no"
33,"single","f","straight","average","anything","often","never","graduated from med school","hispanic / latin",58,"medicine / health","san francisco, california","no"
27,"single","m","straight","athletic","mostly anything","often","never","working on two-year college","hispanic / latin",74,"entertainment / media","san francisco, california","no"
25,"single","f","straight","fit","mostly anything","often","never","graduated from masters program","white",67,"education / academia","pacifica, california","no"
38,"single","f","straight","thin","mostly vegetarian","socially","never","graduated from masters program","asian",65,"computer / hardware / software","san francisco, california","no"
29,"single","f","straight","thin","mostly vegetarian","socially","sometimes","graduated from college/university","white",68,"education / academia","san francisco, california","sometimes"
25,"single","f","straight","thin","strictly vegetarian","socially","never","graduated from college/university","white",63,"science / tech / engineering","san carlos, california","no"
22,"single","m","bisexual","a little extra","mostly anything","rarely","sometimes","working on two-year college","white",74,"student","el cerrito, california","yes"
27,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",72,"sales / marketing / biz dev","san francisco, california","no"
25,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","white",71,"banking / financial / real estate","san francisco, california","no"
45,"single","m","gay","fit","mostly anything","rarely","never","graduated from masters program","hispanic / latin, white",69,"education / academia","san francisco, california","no"
27,"single","m","straight","average","other","rarely","never","graduated from masters program","white",66,"computer / hardware / software","san francisco, california","sometimes"
37,"single","f","bisexual","average","mostly anything","often","sometimes","graduated from college/university","asian, white",68,"clerical / administrative","san francisco, california","when drinking"
37,"single","f","straight","fit","mostly anything","rarely","never","graduated from masters program","white",60,"rather not say","burlingame, california","no"
52,"single","m","straight","thin","mostly anything","socially","never","graduated from college/university","white",71,"science / tech / engineering","oakland, california","no"
27,"single","m","straight","average","mostly vegetarian","rarely","never","working on ph.d program","white",70,"science / tech / engineering","berkeley, california","no"
44,"single","m","straight","fit","anything","socially","never","graduated from college/university","white",68,"computer / hardware / software","palo alto, california","no"
27,"single","f","straight","average","strictly vegetarian","socially","never","graduated from college/university","white",64,"education / academia","san francisco, california","no"
25,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","white",71,"computer / hardware / software","san francisco, california","no"
24,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",73,"sales / marketing / biz dev","san francisco, california","no"
59,"single","m","gay","curvy","mostly anything","not at all","sometimes","dropped out of college/university","white",67,"sales / marketing / biz dev","san francisco, california","sometimes"
25,"single","m","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","black",76,"medicine / health","oakland, california","sometimes"
25,"single","m","straight","average","anything","rarely","never","graduated from college/university","white",73,"education / academia","san francisco, california","no"
24,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","white",72,"law / legal services","redwood city, california","no"
20,"single","m","bisexual","a little extra","mostly anything","rarely","never","graduated from high school","black",71,"other","oakland, california","sometimes"
25,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","asian",69,"science / tech / engineering","san francisco, california","when drinking"
63,"single","m","straight","fit","mostly anything","socially","never","graduated from masters program","white",71,"executive / management","belmont, california","no"
32,"single","m","straight","average","anything","socially","never","graduated from masters program","asian",67,"medicine / health","berkeley, california","no"
29,"seeing someone","m","straight","fit","strictly anything","not at all","never","working on space camp","white",73,"sales / marketing / biz dev","san francisco, california","no"
27,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","other",63,"artistic / musical / writer","san francisco, california","no"
55,"single","m","straight","average","mostly anything","rarely","never","graduated from college/university","white",75,"computer / hardware / software","redwood city, california","no"
31,"single","f","straight","fit","anything","socially","never","graduated from college/university","asian",61,"science / tech / engineering","palo alto, california","no"
22,"single","m","straight","thin","anything","not at all","never","working on college/university","white",74,"computer / hardware / software","sausalito, california","no"
44,"single","m","straight","jacked","mostly anything","socially","never","graduated from masters program","white",68,"science / tech / engineering","menlo park, california","no"
40,"single","m","straight","average","strictly vegetarian","socially","never","graduated from law school","indian",76,"law / legal services","palo alto, california","no"
41,"single","m","straight","fit","mostly anything","often","never","graduated from law school","white",67,"law / legal services","oakland, california","no"
25,"single","f","straight","average","mostly anything","socially","never","working on ph.d program","asian",63,"student","palo alto, california","no"
37,"single","m","straight","athletic","mostly anything","often","never","graduated from college/university","white",67,"banking / financial / real estate","san francisco, california","no"
39,"single","f","straight","average","mostly vegetarian","socially","never","working on masters program","white",68,"artistic / musical / writer","berkeley, california","no"
23,"single","f","straight","average","mostly anything","socially","never","working on college/university","asian",64,"clerical / administrative","san francisco, california","no"
30,"single","m","straight","fit","mostly anything","socially","never","dropped out of space camp","white",74,"executive / management","san francisco, california","no"
49,"single","m","gay","a little extra","mostly anything","socially","never","graduated from high school","hispanic / latin",69,"medicine / health","daly city, california","when drinking"
25,"single","m","straight","average","mostly anything","socially","often","working on two-year college","white",64,"sales / marketing / biz dev","san francisco, california","when drinking"
24,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from college/university","white",68,"sales / marketing / biz dev","san francisco, california","no"
34,"single","m","straight","athletic","anything","socially","never","graduated from college/university","white",72,"other","san francisco, california","when drinking"
28,"single","m","straight","athletic","mostly other","socially","sometimes","working on ph.d program","other",73,"medicine / health","san francisco, california","sometimes"
36,"single","m","straight","average","strictly anything","often","never","graduated from ph.d program","white",70,"science / tech / engineering","redwood city, california","no"
32,"single","f","straight","curvy","anything","socially","never","graduated from med school","white",66,"medicine / health","san francisco, california","no"
27,"single","f","straight","athletic","strictly other","often","sometimes","graduated from college/university","white",64,"artistic / musical / writer","emeryville, california","sometimes"
30,"single","m","straight","overweight","mostly anything","rarely","never","working on college/university","asian",69,"student","oakland, california","trying to quit"
30,"single","m","gay","average","strictly anything","socially","never","working on ph.d program","asian",66,"education / academia","oakland, california","no"
24,"single","m","straight","athletic","strictly anything","socially","sometimes","working on college/university","white",72,"sales / marketing / biz dev","san francisco, california","no"
27,"single","m","straight","used up","mostly anything","very often","never","graduated from college/university","white",72,"science / tech / engineering","san francisco, california","sometimes"
32,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",62,"science / tech / engineering","san francisco, california","no"
33,"single","m","straight","thin","mostly anything","socially","never","graduated from college/university","asian",67,"computer / hardware / software","san francisco, california","no"
26,"single","f","gay","average","mostly anything","socially","sometimes","graduated from masters program","white",66,"other","san francisco, california","no"
35,"single","f","straight","fit","mostly anything","socially","never","graduated from masters program","white",65,"sales / marketing / biz dev","san francisco, california","no"
27,"single","f","straight","average","anything","socially","never","graduated from masters program","white",69,"education / academia","san francisco, california","no"
27,"single","f","straight","curvy","strictly anything","socially","never","graduated from college/university","white",69,"medicine / health","san francisco, california","no"
27,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","white",73,"science / tech / engineering","castro valley, california","no"
35,"single","m","gay","fit","vegetarian","socially","never","graduated from masters program","indian",69,"artistic / musical / writer","san francisco, california","no"
27,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",70,"science / tech / engineering","san francisco, california","no"
40,"single","f","straight","fit","mostly anything","socially","never","graduated from masters program","white",65,"other","san francisco, california","no"
26,"single","m","straight","average","mostly anything","often","never","dropped out of two-year college","white",74,"entertainment / media","san mateo, california","no"
31,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",69,"banking / financial / real estate","san francisco, california","no"
33,"single","m","straight","athletic","mostly vegetarian","rarely","sometimes","graduated from ph.d program","white",74,"medicine / health","san francisco, california","no"
56,"single","f","straight","average","mostly anything","not at all","never","graduated from masters program","asian, white",60,"education / academia","belmont, california","no"
52,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from college/university","white",69,"rather not say","larkspur, california","no"
45,"available","m","straight","average","strictly other","not at all","never","graduated from college/university","white",67,"other","san francisco, california","no"
26,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","white",72,"law / legal services","san francisco, california","no"
34,"single","m","straight","average","anything","socially","never","working on masters program","white",67,"student","oakland, california","no"
39,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",64,"computer / hardware / software","san francisco, california","no"
38,"single","f","straight","athletic","anything","socially","never","graduated from college/university","white",65,"sales / marketing / biz dev","san francisco, california","no"
29,"single","f","straight","average","anything","socially","never","graduated from masters program","white",66,"other","burlingame, california","no"
33,"single","m","straight","fit","mostly anything","socially","never","graduated from law school","asian",69,"banking / financial / real estate","san francisco, california","no"
25,"single","m","straight","average","mostly anything","socially","sometimes","working on college/university","white",72,"computer / hardware / software","palo alto, california","sometimes"
38,"single","f","straight","average","strictly anything","socially","never","dropped out of masters program","hispanic / latin",62,"political / government","san francisco, california","no"
62,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",62,"education / academia","oakland, california","no"
33,"single","f","straight","rather not say","mostly anything","socially","never","graduated from college/university","asian",64,"other","san francisco, california","no"
53,"single","f","straight","curvy","mostly anything","socially","never","graduated from two-year college","white",64,"medicine / health","san francisco, california","sometimes"
48,"single","f","straight","thin","mostly vegetarian","socially","never","graduated from college/university","white",68,"banking / financial / real estate","moraga, california","no"
29,"single","f","straight","athletic","anything","socially","never","graduated from college/university","white",62,"sales / marketing / biz dev","san francisco, california","no"
23,"single","f","straight","thin","mostly other","often","never","graduated from masters program","white",72,"computer / hardware / software","palo alto, california","no"
19,"single","f","straight","average","mostly anything","not at all","never","working on college/university","black, native american, white, other",67,"student","berkeley, california","no"
27,"single","f","straight","average","anything","socially","never","graduated from two-year college","white",67,"artistic / musical / writer","berkeley, california","no"
61,"single","f","straight","fit","mostly anything","socially","never","graduated from masters program","white",62,"education / academia","novato, california","no"
26,"single","f","straight","athletic","mostly other","socially","never","graduated from college/university","white",67,"computer / hardware / software","san francisco, california","no"
22,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",62,"banking / financial / real estate","san francisco, california","no"
34,"single","f","bisexual","athletic","mostly vegetarian","socially","sometimes","working on masters program","white",63,"education / academia","san francisco, california","no"
28,"single","m","straight","thin","mostly anything","rarely","never","graduated from college/university","asian",75,"banking / financial / real estate","san francisco, california","no"
35,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","white",75,"sales / marketing / biz dev","san francisco, california","no"
24,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",63,"other","oakland, california","no"
34,"single","f","gay","average","anything","socially","never","graduated from ph.d program","white",64,"education / academia","berkeley, california","no"
29,"single","m","straight","thin","strictly vegetarian","not at all","never","dropped out of ph.d program","indian",69,"computer / hardware / software","san mateo, california","no"
63,"single","m","straight","thin","anything","socially","never","graduated from college/university","middle eastern",68,"retired","fairfax, california","no"
26,"single","m","straight","athletic","mostly vegetarian","socially","never","working on masters program","white",75,"student","berkeley, california","no"
27,"single","m","straight","thin","mostly anything","often","sometimes","graduated from masters program","white",72,"artistic / musical / writer","san francisco, california","no"
33,"single","f","straight","fit","strictly anything","socially","sometimes","graduated from college/university","white",66,"artistic / musical / writer","emeryville, california","no"
50,"single","f","gay","full figured","other","not at all","never","graduated from two-year college","other",62,"other","san pablo, california","trying to quit"
61,"single","f","straight","athletic","mostly vegetarian","socially","never","graduated from ph.d program","other",66,"medicine / health","oakland, california","no"
24,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","white",70,"sales / marketing / biz dev","san francisco, california","no"
30,"single","f","straight","fit","anything","socially","never","graduated from masters program","white",65,"education / academia","oakland, california","no"
34,"single","f","straight","average","anything","socially","never","graduated from ph.d program","white",66,"education / academia","san francisco, california","no"
32,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",70,"other","san francisco, california","no"
21,"single","f","straight","curvy","mostly anything","socially","never","working on college/university","white",64,"other","san francisco, california","when drinking"
34,"seeing someone","m","straight","overweight","mostly anything","desperately","never","graduated from college/university","white",73,"science / tech / engineering","san francisco, california","no"
31,"single","m","straight","athletic","mostly vegetarian","rarely","never","graduated from college/university","white",71,"political / government","san francisco, california","no"
39,"single","m","straight","athletic","mostly vegetarian","socially","sometimes","graduated from college/university","white",74,"artistic / musical / writer","san francisco, california","when drinking"
33,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","black",76,"banking / financial / real estate","san francisco, california","no"
43,"single","m","straight","thin","vegan","not at all","never","graduated from college/university","white",74,"science / tech / engineering","oakland, california","no"
30,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","white",66,"transportation","mill valley, california","no"
26,"single","m","gay","thin","mostly anything","socially","never","graduated from college/university","middle eastern, white, other",75,"other","san francisco, california","sometimes"
28,"single","f","bisexual","athletic","mostly vegan","rarely","sometimes","graduated from college/university","white",72,"medicine / health","san francisco, california","no"
40,"single","f","straight","average","anything","socially","never","graduated from masters program","white",64,"education / academia","daly city, california","no"
33,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",67,"computer / hardware / software","san francisco, california","no"
27,"single","m","straight","athletic","mostly anything","rarely","never","working on ph.d program","white",71,"computer / hardware / software","san francisco, california","no"
30,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","indian",69,"banking / financial / real estate","redwood city, california","no"
28,"single","m","straight","fit","anything","socially","never","graduated from college/university","asian",67,"sales / marketing / biz dev","san francisco, california","no"
34,"single","m","straight","overweight","mostly anything","socially","never","graduated from college/university","white",71,"science / tech / engineering","san francisco, california","no"
59,"single","m","straight","thin","vegetarian","rarely","never","graduated from college/university","white",74,"artistic / musical / writer","berkeley, california","no"
51,"single","f","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","white",61,"sales / marketing / biz dev","walnut creek, california","trying to quit"
31,"single","m","straight","athletic","anything","socially","never","working on two-year college","black",73,"student","oakland, california","no"
25,"single","f","bisexual","curvy","mostly vegetarian","socially","sometimes","graduated from masters program","white",70,"education / academia","san francisco, california","no"
37,"single","m","straight","thin","mostly anything","not at all","never","graduated from college/university","white",68,"other","berkeley, california","no"
35,"single","m","straight","skinny","mostly anything","socially","never","working on college/university","asian",66,"sales / marketing / biz dev","san francisco, california","no"
38,"single","m","straight","athletic","mostly vegetarian","rarely","never","graduated from college/university","asian",72,"executive / management","oakland, california","no"
45,"single","m","gay","average","mostly anything","socially","never","graduated from two-year college","white",74,"executive / management","san francisco, california","yes"
25,"single","m","straight","athletic","anything","socially","never","graduated from college/university","black, hispanic / latin",67,"artistic / musical / writer","san francisco, california","no"
46,"single","f","straight","jacked","mostly anything","socially","never","graduated from college/university","white",69,"other","redwood city, california","no"
24,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from college/university","white",72,"sales / marketing / biz dev","san francisco, california","when drinking"
27,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",70,"entertainment / media","san francisco, california","when drinking"
26,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from college/university","white",64,"computer / hardware / software","san francisco, california","no"
25,"single","m","straight","athletic","mostly other","socially","never","graduated from college/university","white",66,"artistic / musical / writer","san francisco, california","when drinking"
23,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","asian",70,"banking / financial / real estate","berkeley, california","no"
19,"single","m","straight","skinny","mostly anything","not at all","never","working on two-year college","white",67,"student","san mateo, california","no"
20,"available","m","bisexual","athletic","strictly anything","socially","never","graduated from high school","white",74,"science / tech / engineering","san leandro, california","yes"
29,"single","m","straight","fit","mostly anything","often","sometimes","working on college/university","white",73,"student","berkeley, california","no"
20,"single","m","bisexual","full figured","anything","socially","sometimes","working on college/university","middle eastern",72,"student","san francisco, california","sometimes"
41,"single","m","straight","average","anything","socially","sometimes","graduated from college/university","white",74,"construction / craftsmanship","san francisco, california","no"
34,"single","m","straight","thin","strictly anything","socially","sometimes","graduated from law school","asian",68,"science / tech / engineering","san francisco, california","no"
27,"single","f","straight","fit","mostly anything","often","sometimes","graduated from college/university","white",66,"entertainment / media","san francisco, california","no"
23,"single","m","gay","athletic","anything","socially","never","graduated from college/university","white",68,"sales / marketing / biz dev","san francisco, california","no"
30,"single","f","straight","curvy","strictly anything","often","never","graduated from college/university","white",62,"computer / hardware / software","san francisco, california","no"
24,"single","m","straight","thin","mostly anything","socially","never","working on college/university","white",72,"education / academia","stinson beach, california","no"
